Id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
794,Sloan,Pudney,Male,83,11/10/1964,58,Middle Age,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.595
795,Otes,Elegood,Male,67,11/25/1940,82,Very Old,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.595
796,Davie,Blay,Male,94,12/19/1985,37,Young,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,808,0.595
797,Dorolice,Osmon,Female,46,1/15/1961,62,Old,,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,810,0.5875
798,Meade,McReedy,Female,94,11/23/1968,54,Middle Age,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.5875
799,Rikki,Chaffey,Male,69,6/11/1945,78,Old,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,810,0.5875
800,Adria,Van den Velde,Female,39,7/10/1978,45,Middle Age,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.5875
801,Dmitri,,Male,72,2/6/1991,32,Young,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.5875
802,Maddalena,Hencke,Female,61,12/9/1952,70,Old,Help Desk Operator,n/a,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,810,0.5875
803,Rand,Winchcum,Male,34,4/10/2000,23,Young,Software Consultant,n/a,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,810,0.5875
804,Rowen,Sollas,Male,38,4/23/1960,63,Old,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.5865
805,Boothe,Hayselden,Male,42,5/18/1940,83,Very Old,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,817,0.5865
806,Noak,Sleany,Male,1,5/4/1965,58,Middle Age,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.5865
807,Callean,Wass,Male,65,12/15/1988,34,Young,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.584375
808,Keelby,Sudlow,Male,96,9/1/1988,35,Young,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.584375
809,Rodrique,Vernon,Male,70,8/6/1978,45,Middle Age,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.584375
810,Brod,Attrey,Male,46,11/5/1966,56,Middle Age,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,820,0.584375
811,Manny,Mandy,Male,36,1/28/1977,46,Middle Age,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,820,0.584375
812,Becky,Lassen,Female,11,5/11/1973,50,Middle Age,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,820,0.584375
813,Tessa,Heakey,Female,43,5/31/1971,52,Middle Age,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.584375
814,Herbert,Henryson,Male,21,10/10/1995,27,Young,Marketing Manager,n/a,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,820,0.584375
815,Cristie,Bence,Female,49,4/17/2000,23,Young,Automation Specialist II,n/a,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,828,0.58
816,Renate,Whyte,Female,60,12/8/1963,59,Middle Age,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58
817,Toma,Woolforde,Female,67,3/9/1992,31,Young,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.578
818,Dorie,Dunleavy,Female,24,5/5/1962,61,Old,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.578
819,Ellie,Toope,Female,29,8/11/1973,50,Middle Age,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.575
820,Leonora,Swetenham,Female,66,10/5/1967,55,Middle Age,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,832,0.575
821,Teodor,Mullinder,Male,56,8/26/1962,61,Old,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,832,0.575
822,Jared,Fendlow,Male,79,8/25/1963,60,Old,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.575
823,Andy,Deeming,Male,79,1/9/1979,44,Middle Age,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.575
824,Monty,Thomazin,Male,7,9/16/1951,71,Old,Quality Engineer,n/a,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.57375
825,Briano,Janowski,Male,66,7/17/1994,29,Young,Analyst Programmer,n/a,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.57375
826,Ginger,,Male,94,2/19/1939,84,Very Old,Human Resources Manager,n/a,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,840,0.57109375
827,Logan,Colomb,Male,74,1/1/1948,75,Old,Recruiter,n/a,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.57109375
828,Nichols,Devinn,Male,47,9/29/1979,43,Middle Age,Recruiter,n/a,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57
829,Catha,Davitt,Female,79,4/16/1958,65,Old,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.5695
830,Melosa,McOwan,Female,25,4/17/2001,22,Young,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.5695
831,Maris,Leete,Female,21,4/14/1973,50,Middle Age,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.563125
832,Wilburt,Padden,Male,22,9/30/1994,28,Young,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.563125
833,Rosabelle,Godsmark,Female,60,10/19/1995,27,Young,Executive Secretary,n/a,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.563125
834,Guilbert,Bearns,Male,42,10/29/1982,40,Middle Age,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.563125
835,Meridith,Urwin,Female,62,3/7/1997,26,Young,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.563125
836,Leeland,,Male,66,1/24/1957,66,Old,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.563125
837,Gerta,Porrett,Female,46,11/13/1959,63,Old,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.5625
838,Karrah,Howell,Female,63,11/7/1956,66,Old,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.5625
839,Alick,Baise,Male,62,8/16/1998,25,Young,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.5625
840,Casandra,Betteridge,Female,29,9/10/1942,81,Very Old,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561
841,Maurine,Clee,Female,45,9/13/1980,43,Middle Age,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561
842,Darwin,Bumpas,Male,24,12/27/1978,44,Middle Age,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56
843,Hayes,Daveren,Male,32,3/27/1953,70,Old,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56
844,Piper,Issacov,Female,67,11/8/1939,83,Very Old,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56
845,Markus,Pendrey,Male,88,8/1/1959,64,Old,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.5578125
846,Sile,Zappel,Female,47,3/29/1958,65,Old,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.5578125
847,Craggy,Happel,Male,37,2/10/1979,44,Middle Age,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.5578125
848,Egor,Mariette,Male,42,11/26/1980,42,Middle Age,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.5525
849,Reinald,Bembrigg,Male,54,8/21/1953,70,Old,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.5525
850,Kissie,Line,Female,2,5/20/2000,23,Young,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.5525
851,Quentin,Gerleit,Female,32,9/15/1990,32,Young,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55
852,Karoly,Burgoine,Male,57,4/6/1947,76,Old,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55
853,Clarine,Piecha,Female,99,12/7/1964,58,Middle Age,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55
854,Mycah,Beaston,Male,11,7/31/1961,62,Old,Environmental Specialist,n/a,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55
855,Clemmie,Bartoszewicz,Female,87,7/28/1958,65,Old,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55
856,Randall,Mason,Male,95,7/28/1974,49,Middle Age,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544
857,Donica,Humby,Female,47,6/1/1967,56,Middle Age,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.541875
858,Lotty,Loach,Female,76,8/23/1961,62,Old,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.541875
859,Marie-jeanne,Breawood,Female,37,10/12/1953,69,Old,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.541875
860,Babara,Sissel,Female,50,6/8/1974,49,Middle Age,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.541875
861,Rodolphe,Glenton,Male,88,9/28/1974,48,Middle Age,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.541875
862,Thorvald,Duckerin,Male,58,10/20/1995,27,Young,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.541875
863,Paulina,Iannuzzelli,Female,57,3/8/1956,67,Old,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54
864,Ricki,Padefield,Male,43,8/3/1948,75,Old,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54
865,Lizette,McKeaveney,Female,30,4/11/1994,29,Young,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.5375
866,Muffin,Bhar,Male,44,4/7/1966,57,Middle Age,,n/a,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,879,0.5375
867,Jeno,Strafford,Male,67,7/21/1941,82,Very Old,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.5375
868,Brigg,Himsworth,Male,63,10/10/1973,49,Middle Age,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,882,0.5355
869,Judi,Cazereau,Female,22,3/3/1997,26,Young,GIS Technical Architect,n/a,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,883,0.53125
870,Raleigh,Pont,Male,48,11/2/1964,58,Middle Age,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53125
871,Zachariah,Meininking,Male,40,6/9/1938,85,Very Old,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53125
872,Lesley,Garey,Male,52,3/29/1994,29,Young,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53125
873,Adriena,Giffin,Female,27,3/17/1957,66,Old,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.525
874,Antoinette,,Female,72,7/28/1980,43,Middle Age,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,888,0.525
875,Carr,Hopkynson,Male,64,10/18/1971,51,Middle Age,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.525
876,Shay,Briand,Male,57,10/5/1956,66,Old,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.525
877,Karney,Burstow,Male,51,7/2/1972,51,Middle Age,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.525
878,Latrena,Yetts,Female,11,6/18/1999,24,Young,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.520625
879,Jesse,Alflat,Male,31,9/1/1984,39,Young,Executive Secretary,n/a,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,893,0.520625
880,Kelcie,Kingaby,Female,54,3/24/2000,23,Young,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,893,0.520625
881,Fabio,Commuzzo,Male,5,10/2/1961,61,Old,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52
882,Heall,Andrioli,Male,46,6/17/1941,82,Very Old,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52
883,Rickert,Brasted,Male,47,9/18/1959,63,Old,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.5125
884,Hedwig,Jayme,Female,38,8/21/1952,71,Old,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51
885,Penrod,Tomasicchio,Male,5,5/28/1968,55,Middle Age,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51
886,Pancho,Edis,Male,1,12/30/1970,52,Middle Age,Assistant Professor,n/a,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,899,0.51
887,Andriana,Gosnoll,Female,53,5/19/1964,59,Middle Age,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51
888,Nilson,Wiggam,Male,48,2/15/1996,27,Young,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5015
889,Denny,Spleving,Female,84,5/13/1973,50,Middle Age,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5
890,Olia,O' Mullan,Female,77,3/24/1973,50,Middle Age,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5
891,Conway,Juarez,Male,27,3/2/1967,56,Middle Age,Help Desk Technician,n/a,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,904,0.5
892,Dru,Crellim,Female,57,3/4/1963,60,Old,,n/a,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,904,0.5
893,Shaw,MacEvilly,Male,10,5/6/2000,23,Young,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5
894,Brook,Eade,Female,65,11/17/1957,65,Old,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5
895,Aleece,Feige,Female,49,9/16/1975,47,Middle Age,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5
896,Dolorita,Strutton,Female,7,5/21/1991,32,Young,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5
897,Harman,A'field,Male,39,12/27/1960,62,Old,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.499375
898,Hildegarde,Bamb,Female,16,2/10/1961,62,Old,Help Desk Operator,n/a,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,913,0.499375
899,Launce,Gale,Male,86,1/15/1939,84,Very Old,,n/a,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,913,0.499375
900,Ilise,Clissold,Female,58,11/16/1987,35,Young,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.499375
901,Julita,Prene,Female,14,5/16/1979,44,Middle Age,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.499375
902,Ashlen,Willbond,Female,64,5/15/1984,39,Young,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.499375
903,Keely,Bointon,Female,71,10/16/1988,34,Young,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,913,0.499375
904,Poul,Gaskin,Male,78,6/15/1950,73,Old,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.493
905,Sheilakathryn,Huff,Female,45,5/15/1958,65,Old,Assistant Manager,n/a,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,921,0.49
906,Rubia,Evetts,Female,59,12/21/1990,32,Young,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49
907,Francklin,Cross,Male,51,4/6/1981,42,Middle Age,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49
908,Wilone,Champley,Female,22,11/6/1983,39,Young,,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.48875
909,Lezlie,Clemits,Female,2,5/30/1973,50,Middle Age,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.48875
910,Kathe,Oller,Female,47,8/20/1959,64,Old,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.4845
911,Dulce,Bradwell,Female,61,7/3/1957,66,Old,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,926,0.4845
912,Felice,Dechelette,Male,75,2/5/1998,25,Young,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48
913,Joane,Caldes,Female,84,3/17/1978,45,Middle Age,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48
914,Diane,Furman,Female,67,8/11/1993,30,Young,,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.478125
915,Ogdan,Blenkinship,Male,65,1/18/1951,72,Old,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,930,0.478125
916,Kizzee,Agget,Female,98,7/25/1976,47,Middle Age,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,930,0.478125
917,Stephi,Highton,Female,30,9/9/1987,36,Young,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,930,0.478125
918,Martino,Scoles,Male,18,1/19/1975,48,Middle Age,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.478125
919,Morgen,Newport,Female,5,8/31/1960,63,Old,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,930,0.478125
920,Eugenie,Brinson,Female,79,8/10/1963,60,Old,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.476
921,Reinold,Natt,Male,16,8/23/1964,59,Middle Age,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47
922,Jo,Roberts,Female,41,10/31/1945,77,Old,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47
923,Jacklin,Duchant,Female,77,3/18/1940,83,Very Old,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675
924,Colas,Gabbitas,Male,98,9/9/1946,77,Old,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675
925,Claudetta,Ricciardiello,Female,61,4/30/1974,49,Middle Age,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675
926,Angele,Cadore,Female,5,9/6/1954,69,Old,Chief Design Engineer,n/a,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.4675
927,Cicily,Hast,Female,63,4/26/1971,52,Middle Age,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675
928,Harland,Messenger,Male,90,5/28/1974,49,Middle Age,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46
929,Sim,Constantinou,Male,91,8/9/1992,31,Young,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46
930,Shanon,Rolfe,Female,63,8/19/1941,82,Very Old,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46
931,Chryste,Oddboy,Female,44,8/22/1988,35,Young,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.459
932,Edin,Patinkin,Female,35,3/26/1992,31,Young,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.456875
933,Nolly,Ivanchikov,Male,13,2/10/1994,29,Young,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.456875
934,Michele,Pammenter,Male,23,6/26/1983,40,Middle Age,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,948,0.456875
935,Liane,Abelevitz,Female,26,11/25/1976,46,Middle Age,Operator,n/a,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,951,0.4505
936,Philbert,Bangs,Male,67,3/3/1966,57,Middle Age,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,951,0.4505
937,Candy,,Female,23,12/8/1977,45,Middle Age,,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505
938,Noami,Cokly,Female,74,9/17/1962,60,Old,,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45
939,Lyndell,Jereatt,Female,14,11/28/1994,28,Young,Payment Adjustment Coordinator,n/a,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,954,0.45
940,Maximilien,Bourget,Male,12,4/29/1969,54,Middle Age,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.44625
941,Benedikta,Naptin,Female,59,8/13/1995,28,Young,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.44625
942,Rhodie,Gaskall,Female,83,2/1/1964,59,Middle Age,VP Quality Control,n/a,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,956,0.44625
943,Afton,Andrassy,Female,78,10/14/1998,24,Young,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,956,0.44625
944,Blondell,Dibdall,Female,62,1/3/1967,56,Middle Age,Programmer III,n/a,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,960,0.442
945,Sonia,Dunstall,Female,0,7/30/1975,48,Middle Age,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.442
946,Benedikt,Adamou,Male,15,1/15/1987,36,Young,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.442
947,Don,Spratling,Male,82,1/5/1969,54,Middle Age,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,963,0.44
948,Moll,Ogilby,Female,25,12/19/1980,42,Middle Age,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44
949,Jammie,Seldner,Female,42,2/25/1975,48,Middle Age,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44
950,Inglis,Pickaver,Male,33,6/25/1994,29,Young,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44
951,Clarabelle,Broschek,Female,6,8/25/1963,60,Old,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.435625
952,Tillie,Bisseker,Female,74,8/10/1960,63,Old,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.435625
